도서명,부제목,출간일,분야,정가,평점,쪽수,eBook 여부,제목 길이,순위,베스트셀러 여부
나는 나로 살기로 했다,,20200316,시/에세이,13800,9,288,1,12,49,1
좀비고등학교 코믹스. 17(반양장),,20200310,어린이(초등),9800,9.3,160,0,14,50,1
사서함 110호의 우편물,이도우 장편소설,20160318,소설,13000,9.6,480,1,13,51,1
나는 예수입니다,도올의 예수전,20200306,종교,16000,8.4,328,0,8,52,1
부자 아빠 가난한 아빠. 1(20주년 특별 기념판)(개정증보판),,20180222,경제/경영,15800,9.1,448,1,15,53,1
선량한 차별주의자,,20190717,정치/사회,15000,8.7,244,0,9,54,1
원피스. 95,오뎅의 모험,20200331,만화,5000,9.2,200,0,7,55,1
이상한 과자 가게 전천당. 5(양장본 HardCover),,20200320,어린이(초등),12000,9.7,156,0,16,56,1
설민석의 조선왕조실록,대한민국이 선택한 역사 이야기,20160720,역사/문화,22000,9.1,504,0,11,57,1
이기적 유전자(40주년 기념판),,20181020,과학,20000,9.3,632,1,7,58,1
여행의 이유,김영하 산문,20190417,시/에세이,13500,9.3,216,1,6,59,1
우리의 불행은 당연하지 않습니다,대한민국의 불편한 진실을 직시하다,20200306,정치/사회,16500,9.4,260,1,17,60,1
지적 대화를 위한 넓고 얕은 지식. 2,한 권으로 현실 세계를 통달하는 지식 여행서,20200205,인문,16000,9.4,334,1,21,61,1
아홉 명의 완벽한 타인들(리커버 블랙 에디션),,20191025,소설,15800,8.6,600,1,13,62,1
먼 바다(양장본 HardCover),공지영 장편소설,20200217,소설,15800,8.8,276,1,4,63,1
봉제인형 살인사건,,20171020,소설,15000,9.1,400,1,9,64,1
해커스 토익 스타트 리딩(Reading) RC(2020)(개정판 4판),초보를 위한 토익 입문서,20200220,외국어,14900,9.5,580,0,13,65,1
해커스 토익 LC 리스닝(Listening) (2020)(개정판 8판),"2020 최신개정판, 토익 리스닝의 기본서, 토익 LC 기본에서 실전까지",20200318,외국어,18800,9.7,626,0,13,66,1
꽃을 보듯 너를 본다(J.H CLASSIC 2)(양장본 HardCover),나태주 시집,20150620,시/에세이,10000,9.2,184,0,11,67,1
시작의 기술(양장본 HardCover),침대에 누워 걱정만 하는 게으른 완벽주의자를 위한 7가지 무기,20190417,자기계발,16000,9.2,227,1,6,68,1
양준일 Maybe,너와 나의 암호말,20200214,시/에세이,18000,9.7,272,1,9,69,1
언어의 온도(3주년 150만부 기념 에디션),말과 글에는 나름의 따뜻함과 차가움이 있다,20160819,시/에세이,13800,8.8,308,1,6,70,1
트렌드 코리아 2020,서울대 소비트렌드 분석센터의 2020 전망,20191024,경제/경영,18000,8.7,448,1,12,71,1
페스트(세계문학전집 133),,20151226,소설,14000,9.4,384,1,3,72,1
정의란 무엇인가(마이클 샌델),"한국 200만 부 돌파, 37개국에서 출간된 세계적 베스트셀러",20141120,인문,15000,9.4,443,0,8,73,1
아주 작은 습관의 힘,최고의 변화는 어떻게 만들어지는가,20190226,자기계발,16000,9.4,360,1,11,74,1
멋진 신세계,,20150612,소설,13800,9.5,400,1,6,75,1
나미야 잡화점의 기적(양장본 HardCover),,20121219,소설,14800,9.3,456,1,11,76,1
Go Go 카카오프렌즈. 13: 호주,세계 역사 문화 체험 학습만화,20200325,어린이(초등),12000,9.7,176,0,20,77,1
부의 인문학,슈퍼리치의 서재에서 찾아낸 부자의 길,20191004,경제/경영,15000,8.7,294,1,6,78,1
넛지(양장본 HardCover),,20181123,경제/경영,18000,9.3,428,1,2,79,1
내가 죽으면 장례식에 누가 와줄까(너나들이 리커버 에디션),,20200116,시/에세이,15000,9.6,252,1,18,80,1
제법 안온한 날들,당신에게 건네는 60편의 사랑 이야기,20200305,시/에세이,15000,9.3,328,1,9,81,1
디레버리징,바젤3 세 번째 이야기,20200214,경제/경영,20000,9.2,320,1,5,82,1
놓지 마 과학!. 13: 정신이 미세 먼지에 정신 놓다,놓지 마 정신줄 학습 만화,20200228,어린이(초등),12000,9.5,188,0,30,83,1
지금 이대로 좋다(2020 여름 리커버 에디션),자유롭고 행복하고 싶은 이들에게 전하는 법륜스님의 희망편지,20191030,시/에세이,14800,9.5,272,1,9,84,1
월급쟁이 재테크 상식사전(개정판),,20190607,경제/경영,17500,9.5,584,1,13,85,1
타이탄의 도구들(리커버 에디션),,20200309,자기계발,15000,9.2,367,1,8,86,1
더 위험한 과학책(양장본 HardCover),지구인이라면 반드시 봐야 할 허를 찌르는 일상 속 과학 원리들,20200125,과학,22000,9.4,416,1,9,87,1
한국인이야기 : 너 어디에서 왔니,한국인 이야기: 탄생,20200212,인문,19000,9.6,432,1,18,88,1
데미안(세계문학전집 44),,20090120,소설,8000,9.4,240,1,3,89,1
당신의 어린 시절이 울고 있다,몸에 밴 상처에서 벗어나는 치유의 심리학,20200117,인문,13800,8.6,264,1,16,90,1
일의 기쁨과 슬픔,장류진 소설집,20191025,소설,14000,9.2,236,0,9,91,1
저는 주식투자가 처음인데요: 기본편(2020),완전 생초보의 주식투자 입문기,20200106,경제/경영,16500,9.4,424,1,19,92,1
나는 인생에서 중요한 것만 남기기로 했다,단순한 삶이 불러온 극적인 변화,20200310,자기계발,15000,9.3,240,1,22,93,1
나는 무조건 합격하는 공부만 한다,"26살, 9개월 만에 사법시험을 패스한 이윤규 변호사의 패턴 공부법",20191216,자기계발,15000,9.1,304,1,18,94,1
해커스 토익 스타트 리스닝(Listening) LC(2020)(개정판 4판),초보를 위한 토익 입문서 | 무료 교재 MP3 제공,20200309,외국어,14900,9.8,572,0,14,95,1
바이러스 쇼크(2판),"인류 재앙의 실체, 알아야 살아남는다",20200301,과학,15000,9.4,368,1,7,96,1
배움의 발견,"나의 특별한 가족, 교육, 그리고 자유의 이야기",20200105,시/에세이,18000,9.4,520,1,6,97,1
루팡의 딸,,20190925,소설,15000,9.3,310,1,5,98,1
세계의 리더들이 논리학을 배우는 이유,리더들의 성공비결 논리학을 주목하라!,20191219,자기계발,14800,9.5,296,0,20,99,1
너에게만 좋은 사람이 되고 싶어(리커버 한정판),유귀선 에세이,20191016,시/에세이,13500,9.2,244,1,17,100,1
명탐정 코난. 97,,20200225,만화,5500,9.2,192,0,10,101,1
이해하는 미적분 수업,풀지 못한 미적분은 무용하고 이해하지 못한 미적분은 공허하다,20200131,과학,14800,9.1,236,0,11,102,1
돌이킬 수 없는 약속,,20170202,소설,15000,8.6,380,1,11,103,1
"돈, 뜨겁게 사랑하고 차갑게 다루어라(코스톨라니 투자총서 1)",,20150930,경제/경영,12000,9.6,304,0,20,104,1
말 그릇(비울수록 사람을 더 채우는),,20170922,자기계발,15000,8.9,308,1,4,105,1
오늘 밤은 굶고 자야지,박상영 에세이,20200316,시/에세이,13500,9,260,1,12,106,1
영어 회화의 결정적 단어들,,20200306,외국어,15000,9.1,320,1,14,107,1
시간을 파는 상점(자음과모음 청소년문학 15),김선영 장편소설,20120410,소설,11000,9.4,265,1,9,108,1
이러지도 저러지도 못하는 당신에게,강주원 산문집,20191028,시/에세이,13000,9.3,225,1,18,109,1
아홉 살 마음 사전,,20170310,어린이(초등),11000,9.6,168,0,10,110,1
90년생이 온다,"간단함, 병맛, 솔직함으로 기업의 흥망성쇠를 좌우하는",20181116,경제/경영,14000,8.9,336,1,8,111,1
마법천자문. 47: 잠드는 시간! 밤 야,,20200129,어린이(초등),12000,9.5,163,1,22,112,1
117층 나무 집(456 book 클럽)(양장본 HardCover),13층씩 커지는 상상! 유머! 모험! 책장이 술술 넘어가는 재미!,20200110,어린이(초등),12000,9.3,384,0,9,113,1
영어회화 이디엄(미국적인 너무나 미국적인),,20200103,외국어,15000,9.6,336,1,8,114,1
작은 아씨들(벨벳 에디션)(초판본)(1868년 오리지널 초판본 표지디자인)(양장본 HardCover),,20200210,소설,16800,9.5,504,1,6,115,1
사람은 어떻게 생각하고 배우고 기억하는가,하버드 최고의 뇌과학 강의,20200320,자기계발,17000,9.5,400,0,22,116,1
메타인지 학습법,생각하는 부모가 생각하는 아이를 만든다,20190626,가정/육아,15000,9.5,260,1,8,117,1
대한민국 부동산 초보를 위한 아파트 투자의 정석,마흔 전에 내 집 마련부터 부동산 투자까지,20200311,경제/경영,16000,9.3,304,1,26,118,1
월가의 영웅(전설로 떠나는)(개정판 2판)(양장본 HardCover),주식투자에서 상식으로 성공하는 법,20170417,경제/경영,23000,9.7,488,1,6,119,1
12가지 인생의 법칙,혼돈의 해독제,20181030,인문,16800,9,552,1,11,120,1
방구석 미술관(10만 부 기념 스페셜 에디션),오르세 미술관,20200505,예술/대중문화,16800,9.4,344,1,7,121,1
아직 멀었다는 말,권여선 소설,20200214,소설,13500,9.4,284,1,9,122,1
귀멸의 칼날. 16,,20200315,만화,5000,9.9,192,0,10,123,1
앞으로 3년 경제전쟁의 미래(환율과 금리로 보는),"불안한 미래, 나를 지켜줄 서바이벌 가이드",20190802,경제/경영,18000,9.4,388,1,15,124,1
틀 밖에서 놀게 하라,세계 창의력 교육의 노벨상 ‘토런스상’ 김경희 교수의 창의영재 교육법,20191224,가정/육아,17800,8.8,368,1,11,125,1
하버드 철학수업,인간의 정신을 만드는 사상적 원천은 무엇인가,20200217,인문,16000,8.7,328,0,8,126,1
"울트라러닝, 세계 0.1%가 지식을 얻는 비밀",짧은 시간에 가장 완벽한 지식을 얻는 9단계 초학습법,20200212,자기계발,16000,9,352,0,25,127,1
만복이네 떡집(난 책읽기가 좋아 3단계 54),,20100528,어린이(초등),8500,9.7,52,0,7,128,1
인간 관계의 법칙,,20200225,인문,17000,8.7,320,1,9,129,1
설민석의 세계사 대모험. 4,이탈리아 편: 로마에서 생긴 일,20200113,어린이(초등),12000,9.7,208,0,15,130,1
미움받을 용기,자유롭고 행복한 삶을 위한 아들러의 가르침,20141117,인문,14900,9.2,336,1,7,131,1
해커스 토익 700+ LC+RC(한 권으로 끝내는),신토익 출제유형 100% 반영,20191227,외국어,19500,9.4,596,0,17,132,1
원칙(양장본 HardCover),,20180618,경제/경영,35000,8.8,712,1,2,133,1
사람사전(양장본 HardCover),세상 모든 단어에는 사람이 산다,20200218,시/에세이,14800,9.5,368,1,4,134,1
공부머리 독서법,실현 가능하고 지속 가능한 독서교육의 모든 것,20180503,인문,16500,9.5,344,1,8,135,1
난생 처음 한번 공부하는 미술 이야기. 6: 초기 자본주의와 르네상스의 확산(난처한 시리즈),시장이 인간과 미술을 움직이다,20200228,인문,25000,9.7,584,0,42,136,1
임신 출산 육아 대백과(2019~2020)(개정판),술술 잘 읽히는 첫아기 잘 키우는 법,20190701,가정/육아,18500,9.6,410,0,12,137,1
마케터의 문장,글쓰기 스킬로 연수입 10배 올린 어느 현직 마케터의 실전 테크닉 33,20200207,자기계발,14500,9,256,1,7,138,1
해커스 토익 왕기초 RC Reading 리딩(2020),신토익 최신기출경향 반영  토익 초보 토린이를 위한 토익 첫걸음,20200128,외국어,13900,9.7,380,0,24,139,1
침묵의 봄,,20111230,기술/공학,18000,9.5,398,1,5,140,1
기생충 각본집 & 스토리보드북 세트(전2권),,20191021,예술/대중문화,37000,9.2,448,1,19,141,1
숙면의 모든 것(스탠퍼드 교수가 가르쳐 주는),,20200318,건강,13800,9.5,264,1,8,142,1
한중록(한국고전문학전집 3),,20100828,소설,15000,9.3,485,1,3,143,1
식사에 대한 생각,세계는 점점 더 부유해지는데 우리의 식탁은 왜 갈수록 가난해지는가,20200227,인문,17800,9.6,516,1,9,144,1
ETF 투자 무작정 따라하기,한 번에 잃을 걱정 없이 작은 돈으로 시작하는 주식투자,20200214,경제/경영,16000,9.8,276,1,15,145,1
마음을 읽는 아이 오로르,,20200228,소설,15000,9.8,240,0,13,146,1
작가들의 비밀스러운 삶,기욤 뮈소 장편소설,20191121,소설,14800,9.1,340,1,12,147,1
필체를 바꾸면 인생이 바뀐다,국내 최고 필적 전문가 구본진 박사가 들려주는 글씨와 운명,20200129,자기계발,14800,9,206,1,15,148,1
시간은 흐르지 않는다(양장본 HardCover),우리의 직관 너머 물리학의 눈으로 본 우주의 시간,20190610,과학,16000,9.3,240,1,11,149,1
원펀맨(One Punch Man). 21,일순,20200205,만화,5000,9,232,0,3,150,1
작은 아씨들: 영화 원작 소설(걸 클래식 컬렉션)(양장본 HardCover),"완역, 1,2권 통합",20190730,소설,15800,9.5,968,1,16,151,1
미라클모닝,당신의 하루를 바꾸는 기적 아침 6분이면 충분하다,20160222,자기계발,12000,9.4,240,1,5,152,1
말센스,흥분하지 않고 우아하게 리드하는,20190225,자기계발,14500,9.3,240,1,3,153,1
백만장자 시크릿,,20080716,경제/경영,12000,9.1,262,1,8,154,1
더 팀: 성과를 내는 팀에는 법칙이 있다,,20200211,경제/경영,16000,9.7,224,1,22,155,1
기적의 말하기 영단어 1000(무료 MP3 파일),20일 만에 네이티브와 수다 떨 수 있는,20190212,외국어,9000,9.2,348,0,16,156,1
42가지 마음의 색깔(양장본 HardCover),감정을 표현하는 법을 배워요,20191223,유아(0~7세),14000,9.5,92,1,11,157,1
자존감 수업,하루에 하나 나를 사랑하게 되는 자존감 회복 훈련,20160901,인문,14000,9.2,304,1,6,158,1
내 주위에는 왜 멍청이가 많을까,세상을 위협하는 멍청함을 연구하다,20200220,인문,17000,8.9,400,1,17,159,1
나를 사랑하는 연습,,20200102,자기계발,14000,9.4,266,1,10,160,1
푸른 사자 와니니(창비아동문고 280),이현 장편동화,20190129,어린이(초등),10800,9.8,216,0,9,161,1
모든 사람에게 좋은 사람일 필요는 없어,,20190927,시/에세이,13800,8.8,286,0,21,162,1
난장이가 쏘아 올린 작은 공,,20000710,소설,11000,9.6,352,0,15,163,1
서양미술사,,20030710,예술/대중문화,38000,9.2,688,0,5,164,1
마음의 결,결을 따라 풀어낸 당신의 마음 이야기,20190508,시/에세이,13800,9.3,264,0,5,165,1
체리새우: 비밀글입니다(문학동네청소년 42),제9회 문학동네청소년문학상 대상 수상작,20190128,소설,11500,9.7,200,1,12,166,1
백년운동,척추 관절 아프지 않게 100세까지 운동하는 방법,20191031,건강,19500,9.8,484,0,4,167,1
오무라이스 잼잼: 함께 완성하는 컬러링북,,20160516,예술/대중문화,12500,8.9,104,0,22,168,1
부의 확장,나와 세상의 부를 연결하는 법,20200108,경제/경영,16000,9,308,1,5,169,1
질병이 바꾼 세계의 역사,인류를 위협한 전염병과 최고 권력자들의 질병에 대한 기록,20200319,역사/문화,17000,9.2,376,1,13,170,1
연애 백문백답(전2권),,20190220,시/에세이,13000,8.8,176,0,7,171,1
잠든 사이 월급 버는 미국 배당주 투자,안정된 수익 내는 배당투자의 나침반,20190104,경제/경영,19000,9.1,304,1,21,172,1
왜 세계의 절반은 굶주리는가?(개정증보판),유엔 식량 특별조사관이 아들에게 들려주는 기아의 진실,20160321,정치/사회,10800,9.6,232,1,16,173,1
혼자 공부하는 파이썬,파이썬 최신 버전 반영,20190610,컴퓨터/IT,18000,9.6,460,0,11,174,1
인간 실격(세계문학전집 103),,20120410,소설,8000,9.3,192,1,5,175,1
기억 전달자(블루픽션 20),,20070518,소설,12000,9.5,310,1,6,176,1
해커스 보카(Hackers Vocabulary)(개정판 2판),토플/IELTS/텝스/공무원/SAT/특목고,20150701,외국어,16900,9.3,366,0,6,177,1
하루 3줄 초등 글쓰기의 기적(아이의 마음과 생각이 크게 자라는),"문제 해결력, 자기 표현력, 창의력을 기르는 우리 아이 첫 글쓰기 수업",20200205,가정/육아,14500,9.6,272,1,16,178,1
데일 카네기 인간관계론,,20191007,자기계발,11500,9.6,352,1,12,179,1
꽝 없는 뽑기 기계(난 책읽기가 좋아)(양장본 HardCover),제9회 비룡소 문학상 대상 수상작,20200301,어린이(초등),10000,9.6,72,0,10,180,1
1일 1클래식 1기쁨,하루하루 설레는 클래식의 말,20200115,예술/대중문화,17800,9.6,416,1,11,181,1
세계사 최대한 쉽게 설명해 드립니다(완역판)(누구나 교양 1),세계사의 맥을 잡아 주는 56가지 재미있는 강의,20181224,역사/문화,13800,9.5,350,0,19,182,1
백종원이 추천하는 집밥 메뉴 56(백종원이 추천하는 집밥 메뉴 4),,20190620,요리,10900,9.5,144,0,18,183,1
위험한 과학책(양장본 HardCover),지구 생활자들의 엉뚱한 질문에 대한 과학적 답변,20150424,과학,22000,9.5,412,1,7,184,1
이방인(2판)(세계문학전집 266),,20190902,소설,9000,9.8,280,0,3,185,1
빨강 머리 앤(더모던 감성클래식 2)(양장본 HardCover),,20190510,소설,16800,9.6,532,1,7,186,1
부모라면 놓쳐서는 안 될 유대인 교육법,평범한 아이도 미래 인재로 키우는 유대인 자녀교육 6가지 키워드,20200410,가정/육아,14800,9.7,256,1,21,187,1
경매 권리분석 이렇게 쉬웠어?,생초보도 할 수 있는 초간단 권리분석법 대공개!,20190115,경제/경영,18000,9.4,328,0,16,188,1
시를 잊은 그대에게(리커버),공대생의 가슴을 울린 시 강의,20200316,시/에세이,15000,9.2,300,1,10,189,1
정리하는 뇌,"디지털 시대, 정보와 선택 과부하로 뒤엉킨 머릿속과 일상을 정리하는 기술",20150622,인문,22000,9,636,1,6,190,1
타인의 고통,,20070710,인문,16500,9.2,254,0,6,191,1
브람스를 좋아하세요(세계문학전집 179),,20080502,소설,7500,9.5,160,1,10,192,1
모순(양장본 HardCover),양귀자 장편소설,20130401,소설,13000,9.7,308,0,2,193,1
햄릿(세계문학전집 3),,20090120,소설,7000,9.3,222,1,2,194,1
부동산 투자로 진짜 인생이 시작됐다,평범한 전업맘에서 부동산의 여왕이 되기까지,20200305,경제/경영,18000,9.5,316,1,19,195,1
호밀밭의 파수꾼(세계문학전집 47),,20090120,소설,8000,9.5,286,0,8,196,1
당신의 뇌는 서두르는 법이 없다,뇌과학으로 일상의 조바심을 덜어내고 삶의 균형을 되찾는 습관,20200220,자기계발,16000,9.3,336,1,17,197,1
JUSTICE 정의란 무엇인가(10대를 위한),하버드대 마이클 샌델 교수의 정의 수업,20141130,어린이(초등),12000,9.7,216,0,16,198,1
더 해빙(The Having)(양장본 HardCover),부와 행운을 끌어당기는 힘,20200301,자기계발,16000,9,344,1,4,1,1
흔한남매. 4(양장본 HardCover),,20200326,어린이(초등),12000,9.2,172,0,7,2,1
제11회 젊은작가상 수상작품집(2020),,20200408,소설,5500,9,376,0,16,3,1
1cm 다이빙(썸머 캣 에디션),"현실에서 딱 1cm 벗어나는 행복을 찾아, 일센티 다이빙",20200121,시/에세이,13500,8.9,248,1,7,4,1
녹나무의 파수꾼(양장본 HardCover),,20200317,소설,17800,9.4,556,1,8,5,1
하버드 상위 1퍼센트의 비밀,신호를 차단하고 깊이 몰입하라,20181017,자기계발,16000,9.2,324,1,15,6,1
당신이 옳다(교보문고 단독 리커버)(찰스 장 아트 에디션),정혜신의 적정심리학,20181010,인문,15800,9.2,316,1,6,7,1
타인의 해석,당신이 모르는 사람을 만났을 때,20200323,자기계발,18500,8.4,472,1,6,8,1
데일 카네기 인간관계론,,20191007,자기계발,11500,9.6,352,1,12,9,1
내가 원하는 것을 나도 모를 때(여름 특별판),잃어버린 나를 찾는 인생의 문장들,20200108,인문,16000,9,320,1,17,10,1
지리의 힘,"지리는 어떻게 개인의 운명을, 세계사를, 세계 경제를 좌우하는가",20160810,정치/사회,17000,9.1,368,1,5,11,1
내일의 부. 1: 알파편,세상에서 가장 빨리 99.9% 부자 되는 법!,20200116,경제/경영,16000,9.2,308,1,13,12,1
날씨가 좋으면 찾아가겠어요(드라마 방영 기념 한정판),이도우 장편소설,20200201,소설,13800,9.5,432,0,14,13,1
지적 대화를 위한 넓고 얕은 지식: 제로 편,지혜를 찾아 138억 년을 달리는 시간 여행서,20191224,인문,19800,9.2,556,1,24,14,1
페스트(세계문학전집 267),,20110403,소설,13000,9.4,508,1,3,15,1
주식투자 무작정 따라하기(2020)(개정판),100만 왕초보가 감동한 최고의 주식투자 입문서,20200110,경제/경영,18000,9,420,1,13,16,1
설민석의 한국사 대모험. 13(반양장),역사의 진실 편: 뒤바뀐 역사를 되돌려라!,20200323,어린이(초등),12000,9.6,200,1,16,17,1
아몬드(양장본 HardCover),손원평 장편소설,20170331,소설,12000,9.3,263,0,3,18,1
존리의 부자되기 습관(10만부 기념 리커버 한정판)(양장본 HardCover),대한민국 경제독립 액션 플랜,20200115,경제/경영,15000,8.9,216,1,11,19,1
데미안(리커버 한정판)(초판본)(1919년 오리지널 초판본 패브릭 에디션)(양장본 HardCover),,20171030,소설,12000,9.6,248,1,3,20,1
내일의 부. 2: 오메가편,세상에서 가장 빨리 99.9% 부자 되는 법!,20200220,경제/경영,16000,9.4,328,1,14,21,1
팩트풀니스(양장본 HardCover),우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유,20190310,인문,19800,9.5,474,1,5,22,1
총 균 쇠,무기 병균 금속은 인류의 운명을 어떻게 바꿨는가,20051219,역사/문화,28000,9.1,751,0,5,23,1
해커스 토익 기출 보카 TOEIC VOCA(개정판 5판),주제별 연상암기로 토익 영단어 30일 완성!,20200305,외국어,12900,9.6,566,0,23,24,1
코로나 경제 전쟁(세계 석학들이 내다본),바이러스가 바꿔놓을 뉴노멀 경제학,20200410,경제/경영,15000,8.4,224,1,9,25,1
"펭수, 디 오리지널",펭수 1주년 기념 화보집,20200410,예술/대중문화,18000,9.9,152,1,10,26,1
사랑한다고 상처를 허락하지 말 것,나를 잃지 않고 관계를 단단하게 지켜나가기 위해,20200417,시/에세이,14500,9.5,268,0,18,27,1
